entry_id	type	title	headword	gloss	has_etymology	sense_count	word_count	char_count	filename
51.4	dictionary	22nd Lexember			True	4	143	835	dictionary/51.4_22nd_Lexember.md
51.5	dictionary	23rd Lexember			True	3	390	2503	dictionary/51.5_23rd_Lexember.md
51.6	dictionary	24th Lexember			True	2	115	800	dictionary/51.6_24th_Lexember.md
51.7	dictionary	25th Lexember			True	3	164	977	dictionary/51.7_25th_Lexember.md
52.1	dictionary	26th Lexember			True	4	437	2596	dictionary/52.1_26th_Lexember.md
52.2	dictionary	27th Lexember			True	2	115	748	dictionary/52.2_27th_Lexember.md
52.3	dictionary	28th Lexember			True	4	174	1154	dictionary/52.3_28th_Lexember.md
52.4	dictionary	29th Lexember			True	11	217	1322	dictionary/52.4_29th_Lexember.md
52.5	notes	30th Lexember			False	2	394	2671	notes/52.5_30th_Lexember.md
52.6	dictionary	31st Lexember			True	3	133	1013	dictionary/52.6_31st_Lexember.md
53.1	excerpt	Shady Dealings			False	0	256	1500	excerpt/53.1_Shady_Dealings.md
53.2	dictionary	"quesq ""damson"""	quesq	damson	True	4	151	935	dictionary/53.2_quesq_damson.md
53.3	dictionary	"mandrin ""cyanide"""	mandrin	cyanide	True	2	100	705	dictionary/53.3_mandrin_cyanide.md
53.4	dictionary	"aversion ""opposition"""	aversion	opposition	True	3	136	1155	dictionary/53.4_aversion_opposition.md
53.5	notes	Brasil			False	0	245	1453	notes/53.5_Brasil.md
54.1	notes	Halloumi Hash			False	0	247	1418	notes/54.1_Halloumi_Hash.md
54.2	dictionary	"souseïr ""set aside"""	souseïr	set aside	True	4	147	915	dictionary/54.2_souseïr_set_aside.md
54.3	dictionary	"hoissar ""whistle"""	hoissar	whistle	True	4	138	855	dictionary/54.3_hoissar_whistle.md
54.4	dictionary	"trencaç ""sharp"""	trencaç	sharp	True	3	103	687	dictionary/54.4_trencaç_sharp.md
54.5	notes	Medieval Mathematics			False	0	294	1924	notes/54.5_Medieval_Mathematics.md
55.1	excerpt	Marian Siegert			False	0	243	1338	excerpt/55.1_Marian_Siegert.md
55.2	dictionary	"cuidar ""think"""	cuidar	think	True	3	96	624	dictionary/55.2_cuidar_think.md
55.3	dictionary	"pluottar ""fledge"""	pluottar	fledge	True	4	150	869	dictionary/55.3_pluottar_fledge.md
55.4	dictionary	"vitagl ""provisions"""	vitagl	provisions	True	2	101	699	dictionary/55.4_vitagl_provisions.md
55.5	notes	Portingale			False	0	462	2968	notes/55.5_Portingale.md
56.1	excerpt	The Romantic Period			False	0	233	1438	excerpt/56.1_The_Romantic_Period.md
56.2	dictionary	"corrogar ""build infrastructure"""	corrogar	build infrastructure	True	1	102	777	dictionary/56.2_corrogar_build_infrastructure.md
56.3	dictionary	"reloðeç ""finery"""	reloðeç	finery	True	3	102	764	dictionary/56.3_reloðeç_finery.md
56.4	dictionary	"liesc ""period"""	liesc	period	True	3	115	699	dictionary/56.4_liesc_period.md
56.5	notes	Vascony			False	0	767	4779	notes/56.5_Vascony.md
57.1	excerpt	Bad Soap			False	0	250	1505	excerpt/57.1_Bad_Soap.md
57.2	dictionary	"enonç ""list"""	enonç	list	True	2	91	541	dictionary/57.2_enonç_list.md
57.3	dictionary	"got ag mar fondr ""tilt at windmills"""	got ag mar fondr	tilt at windmills	True	3	157	837	dictionary/57.3_got_ag_mar_fondr_tilt_at_windmills.md
57.4	dictionary	"geoscopic ""globe-trotting"""	geoscopic	globe-trotting	True	4	115	825	dictionary/57.4_geoscopic_globe-trotting.md
57.5	notes	Damvath			False	0	265	1615	notes/57.5_Damvath.md
58.1	excerpt	The First Drengot Empire			False	0	274	1552	excerpt/58.1_The_First_Drengot_Empire.md
58.2	dictionary	"noncupað ""so-called"""	noncupað	so-called	True	4	120	887	dictionary/58.2_noncupað_so-called.md
58.3	dictionary	"dehir ""split"""	dehir	split	True	5	172	1052	dictionary/58.3_dehir_split.md
58.4	dictionary	"zi ""yeah"""	zi	yeah	True	2	190	1110	dictionary/58.4_zi_yeah.md
58.5	notes	Fiellas Dimenja			False	0	254	1723	notes/58.5_Fiellas_Dimenja.md
59.1	notes	Waning Feudalism			False	0	222	1447	notes/59.1_Waning_Feudalism.md
59.2	dictionary	"travodar ""negotiate"""	travodar	negotiate	True	2	105	687	dictionary/59.2_travodar_negotiate.md
59.3	dictionary	"doujug grader ""hierarchy"""	doujug grader	hierarchy	True	1	118	792	dictionary/59.3_doujug_grader_hierarchy.md
59.4	dictionary	"validar ""certify"""	validar	certify	True	3	127	852	dictionary/59.4_validar_certify.md
59.5	notes	19th-century Espionage and the Invention of Software			False	0	269	1630	notes/59.5_19th-century_Espionage_and_the_Invention_of_Software.md
60.1	excerpt	Malice Aforethought			False	0	261	1565	excerpt/60.1_Malice_Aforethought.md
60.2	dictionary	"los ""flagstone"""	los	flagstone	True	7	208	1199	dictionary/60.2_los_flagstone.md
60.3	dictionary	"reu ""stream"""	reu	stream	True	4	162	927	dictionary/60.3_reu_stream.md
60.4	dictionary	"nis ""effort"""	nis	effort	True	5	145	942	dictionary/60.4_nis_effort.md
60.5	notes	Santrafew			False	0	395	2548	notes/60.5_Santrafew.md
61.1	notes	Viking Raids			False	0	265	1633	notes/61.1_Viking_Raids.md
61.2	dictionary	"grivlar ""sift"""	grivlar	sift	True	4	115	732	dictionary/61.2_grivlar_sift.md
61.3	dictionary	"glonscel ""tangle"""	glonscel	tangle	True	2	97	626	dictionary/61.3_glonscel_tangle.md
61.4	dictionary	"avant sy rau ""shamelessly"""	avant sy rau	shamelessly	True	2	231	1514	dictionary/61.4_avant_sy_rau_shamelessly.md
61.5	notes	Parachthony			False	0	365	2421	notes/61.5_Parachthony.md
62.1	notes	Lonxter Yatherpot			False	0	255	1418	notes/62.1_Lonxter_Yatherpot.md
62.2	dictionary	"inquittar ""quote"""	inquittar	quote	True	2	103	655	dictionary/62.2_inquittar_quote.md
62.3	dictionary	"çamoc ""jam"""	çamoc	jam	True	4	164	1020	dictionary/62.3_çamoc_jam.md
62.4	dictionary	"vugl ""blockage"""	vugl	blockage	True	2	97	567	dictionary/62.4_vugl_blockage.md
62.5	notes	The Mysarnos Codex			False	0	411	2572	notes/62.5_The_Mysarnos_Codex.md
63.1	excerpt	Decline of Empire			False	0	261	1573	excerpt/63.1_Decline_of_Empire.md
63.2	dictionary	"sciftar ""spread"""	sciftar	spread	True	4	150	909	dictionary/63.2_sciftar_spread.md
63.3	dictionary	"lasc ""film"""	lasc	film	True	3	167	969	dictionary/63.3_lasc_film.md
63.4	dictionary	"cosogr ""jointly"""	cosogr	jointly	True	5	210	1240	dictionary/63.4_cosogr_jointly.md
63.5	notes	Devon			False	0	493	3039	notes/63.5_Devon.md
64.1	excerpt	Electromagnetic Radiation			False	0	260	1510	excerpt/64.1_Electromagnetic_Radiation.md
64.2	dictionary	"motivar ""justify"""	motivar	justify	True	3	106	751	dictionary/64.2_motivar_justify.md
64.3	dictionary	"droughar ""join in"""	droughar	join in	True	3	109	686	dictionary/64.3_droughar_join_in.md
64.4	dictionary	"fustagn ""denim"""	fustagn	denim	True	2	88	564	dictionary/64.4_fustagn_denim.md
64.5	notes	First Drengot Empire			False	0	381	2382	notes/64.5_First_Drengot_Empire.md
65.1	notes	The Thousandfold Fateling			False	0	258	1512	notes/65.1_The_Thousandfold_Fateling.md
65.2	dictionary	"pille ""felted"""	pille	felted	True	3	120	743	dictionary/65.2_pille_felted.md
65.3	dictionary	"costoscment ""authorities"""	costoscment	authorities	True	1	89	725	dictionary/65.3_costoscment_authorities.md
65.4	dictionary	"gamblas ""barge"""	gamblas	barge	True	2	125	823	dictionary/65.4_gamblas_barge.md
65.5	notes	Second Roman Empire			False	0	339	2212	notes/65.5_Second_Roman_Empire.md
66.1	notes	"The ""Metric"" System"			False	0	284	1601	notes/66.1_The_Metric_System.md
66.2	dictionary	"sucquar ""sag"""	sucquar	sag	True	3	126	698	dictionary/66.2_sucquar_sag.md
66.3	dictionary	"roçon ""dew"""	roçon	dew	True	4	105	663	dictionary/66.3_roçon_dew.md
66.4	dictionary	"tandem ""eventually"""	tandem	eventually	True	2	105	665	dictionary/66.4_tandem_eventually.md
66.5	notes	"Extract from ""A Door, Once Opened"" by Clarissa Bellamy (1920)—Borlish translation"			False	0	13	132	notes/66.5_Extract_from_A_Door_Once_Opened_by_Clarissa_Bellamy_1920Borl.md
67.1	excerpt	Vascon Ascendancy - Exam Questions			False	0	247	1395	excerpt/67.1_Vascon_Ascendancy_-_Exam_Questions.md
67.2	dictionary	"zurç ""jelly"""	zurç	jelly	True	3	126	880	dictionary/67.2_zurç_jelly.md
67.3	dictionary	"stovir ""be necessary"""	stovir	be necessary	True	3	154	947	dictionary/67.3_stovir_be_necessary.md
67.4	dictionary	"jougl ""knock-out blow"""	jougl	knock-out blow	True	3	160	1027	dictionary/67.4_jougl_knock-out_blow.md
67.5	notes	Romantic Wars			False	0	386	2462	notes/67.5_Romantic_Wars.md
68.1	excerpt	Early Medieval Borland			False	0	279	1639	excerpt/68.1_Early_Medieval_Borland.md
68.2	dictionary	"ne ðougl ""rushed"""	ne ðougl	rushed	True	1	128	729	dictionary/68.2_ne_ðougl_rushed.md
68.3	dictionary	"teissir ""weave"""	teissir	weave	True	6	186	1103	dictionary/68.3_teissir_weave.md
68.4	dictionary	"jug ""continually"""	jug	continually	True	2	134	826	dictionary/68.4_jug_continually.md
68.5	notes	The German Secesssion			False	0	400	2466	notes/68.5_The_German_Secesssion.md
69.1	notes	Gingerbread			False	0	292	1772	notes/69.1_Gingerbread.md
69.2	dictionary	"contentar ""appease"""	contentar	appease	True	3	143	956	dictionary/69.2_contentar_appease.md
69.3	dictionary	"auteç ""ownership"""	auteç	ownership	True	3	143	933	dictionary/69.3_auteç_ownership.md
69.4	dictionary	"effurar ""deprive"""	effurar	deprive	True	3	115	746	dictionary/69.4_effurar_deprive.md
69.5	notes	Avosche			False	0	323	2048	notes/69.5_Avosche.md
70.1	excerpt	Review: The Ascendant			False	0	271	1551	excerpt/70.1_Review_The_Ascendant.md
70.2	dictionary	"haubrjoranç ""advertising"""	haubrjoranç	advertising	True	2	118	883	dictionary/70.2_haubrjoranç_advertising.md
70.3	dictionary	"sdroy ""stock"""	sdroy	stock	True	3	142	867	dictionary/70.3_sdroy_stock.md
70.4	dictionary	"nacleu n'oc ort ""looking up"""	nacleu n'oc ort	looking up	True	1	117	719	dictionary/70.4_nacleu_noc_ort_looking_up.md
70.5	notes	Monks and Metropoleis			False	0	292	1887	notes/70.5_Monks_and_Metropoleis.md
71.1	excerpt	Atomic Theory			False	0	241	1514	excerpt/71.1_Atomic_Theory.md
71.2	dictionary	"heu ""appearance"""	heu	appearance	True	2	107	700	dictionary/71.2_heu_appearance.md
71.3	dictionary	"svingar ""brandish"""	svingar	brandish	True	2	82	614	dictionary/71.3_svingar_brandish.md
71.4	dictionary	"enombrar ""array"""	enombrar	array	True	7	209	1391	dictionary/71.4_enombrar_array.md
71.5	notes	Threshold force			False	0	316	2002	notes/71.5_Threshold_force.md
72.1	excerpt	Meissen Woes			False	0	217	1229	excerpt/72.1_Meissen_Woes.md
72.2	dictionary	"ombisc ""resignation"""	ombisc	resignation	True	2	148	1005	dictionary/72.2_ombisc_resignation.md
72.3	dictionary	"monfiar ""multiply"""	monfiar	multiply	True	3	133	923	dictionary/72.3_monfiar_multiply.md
72.4	dictionary	"confraðr ""ilk"""	confraðr	ilk	True	2	74	486	dictionary/72.4_confraðr_ilk.md
72.5	notes	Markland			False	0	775	4865	notes/72.5_Markland.md
73.1	excerpt	Review: The Ascendant (cont.)			False	0	253	1582	excerpt/73.1_Review_The_Ascendant_cont.md
73.2	dictionary	"entrquïr ""pause"""	entrquïr	pause	True	2	98	624	dictionary/73.2_entrquïr_pause.md
73.3	dictionary	"ronç cadarað ""distillate"""	ronç cadarað	distillate	True	4	158	1085	dictionary/73.3_ronç_cadarað_distillate.md
73.4	dictionary	"stuðant ""student"""	stuðant	student	True	2	138	989	dictionary/73.4_stuðant_student.md
73.5	notes	Ambrosia			False	0	292	1822	notes/73.5_Ambrosia.md
74.1	excerpt	Marker's Notes			False	0	226	1446	excerpt/74.1_Markers_Notes.md
74.2	dictionary	"tascban ""vanilla"""	tascban	vanilla	True	3	149	1041	dictionary/74.2_tascban_vanilla.md
74.3	dictionary	"caglou irrayar ""focus"""	caglou irrayar	focus	True	1	106	761	dictionary/74.3_caglou_irrayar_focus.md
74.4	dictionary	"commotual ""turbulent"""	commotual	turbulent	True	2	100	770	dictionary/74.4_commotual_turbulent.md
74.5	notes	The Pistol Mesh			False	0	264	1746	notes/74.5_The_Pistol_Mesh.md
75.1	excerpt	Astronomy Questions			False	0	238	1437	excerpt/75.1_Astronomy_Questions.md
75.2	dictionary	"lessy ""whitened"""	lessy	whitened	True	4	144	853	dictionary/75.2_lessy_whitened.md
75.3	dictionary	"macquar ""raise"""	macquar	raise	True	3	116	699	dictionary/75.3_macquar_raise.md
75.4	dictionary	"astr mirar ""stargaze"""	astr mirar	stargaze	True	3	128	789	dictionary/75.4_astr_mirar_stargaze.md
75.5	notes	Burgundy			False	0	265	1648	notes/75.5_Burgundy.md
76.1	excerpt	Origins of Manoscard			False	0	236	1431	excerpt/76.1_Origins_of_Manoscard.md
76.2	dictionary	"caum ""piece"""	caum	piece	True	6	238	1497	dictionary/76.2_caum_piece.md
76.3	dictionary	"orðenjanç ""invention"""	orðenjanç	invention	True	3	133	952	dictionary/76.3_orðenjanç_invention.md
76.4	dictionary	"errevir ""rescue"""	errevir	rescue	True	4	138	898	dictionary/76.4_errevir_rescue.md
76.5	notes	The Workshop Period			False	0	240	1593	notes/76.5_The_Workshop_Period.md
77.1	excerpt	While Embers Cool			False	0	236	1263	excerpt/77.1_While_Embers_Cool.md
77.2	dictionary	"egreir ""disembark"""	egreir	disembark	True	4	165	1016	dictionary/77.2_egreir_disembark.md
77.3	dictionary	"lavaç ""wasteful"""	lavaç	wasteful	True	2	100	695	dictionary/77.3_lavaç_wasteful.md
77.4	dictionary	"orruðar ""seem"""	orruðar	seem	True	3	144	887	dictionary/77.4_orruðar_seem.md
77.5	notes	Continents and Conjugality			False	0	264	1774	notes/77.5_Continents_and_Conjugality.md
78.1	excerpt	Decline of Feudaliam			False	0	294	1755	excerpt/78.1_Decline_of_Feudaliam.md
78.2	dictionary	"scaðr ""square"""	scaðr	square	True	6	149	882	dictionary/78.2_scaðr_square.md
78.3	dictionary	"joivr ""frost"""	joivr	frost	True	3	122	750	dictionary/78.3_joivr_frost.md
78.4	dictionary	"dijarbr ""decent"""	dijarbr	decent	True	4	137	920	dictionary/78.4_dijarbr_decent.md
78.5	notes	The Good Game period			False	0	302	1962	notes/78.5_The_Good_Game_period.md
79.1	excerpt	The Welsh Viking			False	0	287	1817	excerpt/79.1_The_Welsh_Viking.md
79.2	dictionary	"jagottað ""jagged"""	jagottað	jagged	True	3	150	1044	dictionary/79.2_jagottað_jagged.md
79.3	dictionary	"emendanç ""fix"""	emendanç	fix	True	2	78	564	dictionary/79.3_emendanç_fix.md
79.4	dictionary	"cay seg a veðerrem ""elephant in the room"""	cay seg a veðerrem	elephant in the room	True	2	155	959	dictionary/79.4_cay_seg_a_veðerrem_elephant_in_the_room.md
79.5	notes	Voidtale			False	0	227	1489	notes/79.5_Voidtale.md
80.1	excerpt	Uneventful Alburg			False	0	242	1372	excerpt/80.1_Uneventful_Alburg.md
80.2	dictionary	"bojar ""move"""	bojar	move	True	3	132	827	dictionary/80.2_bojar_move.md
80.3	dictionary	"exeunt fair ""go away"""	exeunt fair	go away	True	2	117	694	dictionary/80.3_exeunt_fair_go_away.md
80.4	dictionary	"rif ""riverbank"""	rif	riverbank	True	3	154	943	dictionary/80.4_rif_riverbank.md
80.5	notes	Tavancy			False	0	250	1722	notes/80.5_Tavancy.md
81.1	notes	Everything About You			False	0	794	3969	notes/81.1_Everything_About_You.md
81.2	notes	"ajoutaçar ""be fun"""			True	0	115	845	notes/81.2_ajoutaçar_be_fun.md
81.3	notes	"flaut ""boating"""			True	0	76	491	notes/81.3_flaut_boating.md
81.4	notes	"vis ""in fact"""			True	0	185	1151	notes/81.4_vis_in_fact.md
81.5	notes	Madray			False	0	217	1367	notes/81.5_Madray.md
82.1	excerpt	Dane-ruled York			False	0	233	1494	excerpt/82.1_Dane-ruled_York.md
82.2	dictionary	"vogt dy foscur ""dead of night"""	vogt dy foscur	dead of night	True	2	154	909	dictionary/82.2_vogt_dy_foscur_dead_of_night.md
82.3	dictionary	"cas sar ""online"""	cas sar	online	True	2	162	940	dictionary/82.3_cas_sar_online.md
82.4	dictionary	"scenar ""stage"""	scenar	stage	True	2	108	721	dictionary/82.4_scenar_stage.md
82.5	notes	London			False	0	431	2657	notes/82.5_London.md
83.1	excerpt	The Late 12th Century			False	0	251	1497	excerpt/83.1_The_Late_12th_Century.md
83.2	dictionary	"narreyar ""taunt"""	narreyar	taunt	True	3	125	820	dictionary/83.2_narreyar_taunt.md
83.3	dictionary	"eir sauf a ""all but"""	eir sauf a	all but	True	1	123	691	dictionary/83.3_eir_sauf_a_all_but.md
83.4	dictionary	"linaç ""lineage"""	linaç	lineage	True	3	128	770	dictionary/83.4_linaç_lineage.md
83.5	notes	Loveless Lepzi			False	0	330	2046	notes/83.5_Loveless_Lepzi.md
84.1	excerpt	Early Provence			False	0	276	1629	excerpt/84.1_Early_Provence.md
84.2	dictionary	"vondrous ""grotesque"""	vondrous	grotesque	True	3	106	739	dictionary/84.2_vondrous_grotesque.md
84.3	dictionary	"lodrignether ""technical"""	lodrignether	technical	True	3	110	863	dictionary/84.3_lodrignether_technical.md
84.4	dictionary	"jagat ""setting"""	jagat	setting	True	3	136	828	dictionary/84.4_jagat_setting.md
84.5	notes	Lower Mendeva			False	0	200	1258	notes/84.5_Lower_Mendeva.md
85.1	excerpt	The Jacobin Fraternity			False	0	233	1338	excerpt/85.1_The_Jacobin_Fraternity.md
85.2	dictionary	"surplombar ""overhang"""	surplombar	overhang	True	5	167	1064	dictionary/85.2_surplombar_overhang.md
85.3	dictionary	"seucq historic ""posterity"""	seucq historic	posterity	True	1	114	782	dictionary/85.3_seucq_historic_posterity.md
85.4	dictionary	"yeustman ""brewer"""	yeustman	brewer	True	2	131	886	dictionary/85.4_yeustman_brewer.md
85.5	notes	Laic Declarations			False	0	311	2135	notes/85.5_Laic_Declarations.md
86.1	excerpt	Letter to the Editor			False	0	245	1502	excerpt/86.1_Letter_to_the_Editor.md
86.2	dictionary	"improbar ""disapprove of"""	improbar	disapprove of	True	3	113	805	dictionary/86.2_improbar_disapprove_of.md
86.3	dictionary	"hapr ""groceries"""	hapr	groceries	True	3	151	1018	dictionary/86.3_hapr_groceries.md
86.4	dictionary	"bougr ""fellow"""	bougr	fellow	True	2	124	813	dictionary/86.4_bougr_fellow.md
86.5	notes	Bavarn			False	0	352	2304	notes/86.5_Bavarn.md
87.1	notes	Deviance Exam			False	0	302	1913	notes/87.1_Deviance_Exam.md
87.2	dictionary	"teurfiar ""sully"""	teurfiar	sully	True	3	132	875	dictionary/87.2_teurfiar_sully.md
87.3	dictionary	"amaçgat ðescant ""breeding ground"""	amaçgat ðescant	breeding ground	True	2	139	973	dictionary/87.3_amaçgat_ðescant_breeding_ground.md
87.4	dictionary	"moulous ""hefty"""	moulous	hefty	True	3	95	639	dictionary/87.4_moulous_hefty.md
87.5	notes	Merch			False	8	875	5249	notes/87.5_Merch.md
88.1	excerpt	Quiz Questions			False	0	255	1436	excerpt/88.1_Quiz_Questions.md
88.2	dictionary	"huyaç ""organised crime"""	huyaç	organised crime	True	2	114	759	dictionary/88.2_huyaç_organised_crime.md
88.3	dictionary	"vrugheç ""moorland"""	vrugheç	moorland	True	2	116	739	dictionary/88.3_vrugheç_moorland.md
88.4	dictionary	"desveyar ""deviate"""	desveyar	deviate	True	3	121	772	dictionary/88.4_desveyar_deviate.md
88.5	notes	Convoy Australier			False	0	273	1702	notes/88.5_Convoy_Australier.md
89.1	excerpt	Four Miles to Freedom			False	0	268	1632	excerpt/89.1_Four_Miles_to_Freedom.md
89.2	dictionary	"yeul ovart ""thoroughfare"""	yeul ovart	thoroughfare	True	2	140	897	dictionary/89.2_yeul_ovart_thoroughfare.md
89.3	dictionary	"annex denover ""afterthought"""	annex denover	afterthought	True	2	154	1083	dictionary/89.3_annex_denover_afterthought.md
89.4	dictionary	"sveldr ""whittle"""	sveldr	whittle	True	5	174	1057	dictionary/89.4_sveldr_whittle.md
89.5	notes	Second Tetrarchy			False	0	440	2691	notes/89.5_Second_Tetrarchy.md
90.1	notes	"London in the ""Good Game"" period"			False	0	270	1671	notes/90.1_London_in_the_Good_Game_period.md
90.2	dictionary	"zar ""serious"""	zar	serious	True	5	193	1179	dictionary/90.2_zar_serious.md
90.3	dictionary	"dorangot ""overcoat"""	dorangot	overcoat	True	1	80	578	dictionary/90.3_dorangot_overcoat.md
90.4	dictionary	"star luïscent a ""have to do with"""	star luïscent a	have to do with	True	2	243	1559	dictionary/90.4_star_luïscent_a_have_to_do_with.md
90.5	notes	Sandrine			False	0	288	1813	notes/90.5_Sandrine.md
91.1	notes	Name the Wars			False	0	232	1389	notes/91.1_Name_the_Wars.md
91.2	dictionary	"cambr pijon ""lodgings"""	cambr pijon	lodgings	True	2	108	748	dictionary/91.2_cambr_pijon_lodgings.md
91.3	dictionary	"arreloðeçað ""in one's Sunday best"""	arreloðeçað	in one's Sunday best	True	2	111	790	dictionary/91.3_arreloðeçað_in_ones_Sunday_best.md
91.4	dictionary	"droug ""contribution"""	droug	contribution	True	4	148	973	dictionary/91.4_droug_contribution.md
91.5	notes	Millstone War			False	0	286	1820	notes/91.5_Millstone_War.md
92.1	excerpt	Barruèc			False	0	324	1744	excerpt/92.1_Barruèc.md
92.2	dictionary	"scagl a natur ""the way of things"""	scagl a natur	the way of things	True	2	191	1153	dictionary/92.2_scagl_a_natur_the_way_of_things.md
92.3	dictionary	"ascreuçon ""assignment"""	ascreuçon	assignment	True	3	113	858	dictionary/92.3_ascreuçon_assignment.md
92.4	dictionary	"rediveu ""second-hand"""	rediveu	second-hand	True	3	98	691	dictionary/92.4_rediveu_second-hand.md
92.5	notes	Marsella			False	0	251	1665	notes/92.5_Marsella.md
93.1	excerpt	Leipzig Letter			False	0	285	1638	excerpt/93.1_Leipzig_Letter.md
93.2	dictionary	"porrujonnar ""protrude"""	porrujonnar	protrude	True	3	119	793	dictionary/93.2_porrujonnar_protrude.md
93.3	dictionary	"Eden soluð ""a lost Eden"""	Eden soluð	a lost Eden	True	1	120	751	dictionary/93.3_Eden_soluð_a_lost_Eden.md
93.4	dictionary	"ðalleyar ""spread-eagle"""	ðalleyar	spread-eagle	True	2	109	699	dictionary/93.4_ðalleyar_spread-eagle.md
93.5	dictionary	"Lexember 2023 - 1: ceu ""basically"""	Lexember 2023 - 1: ceu	basically	True	3	421	2605	dictionary/93.5_Lexember_2023_-_1_ceu_basically.md
93.6	dictionary	"gringlar ""tumble"""	gringlar	tumble	True	2	84	526	dictionary/93.6_gringlar_tumble.md
93.7	dictionary	"reunt ""back"""	reunt	back	True	3	113	705	dictionary/93.7_reunt_back.md
94.1	dictionary	"grindr ""score"""	grindr	score	True	4	403	2523	dictionary/94.1_grindr_score.md
94.2	dictionary	"moglastr ""moist"""	moglastr	moist	True	3	124	775	dictionary/94.2_moglastr_moist.md
94.3	dictionary	"ranscellar ""diverge"""	ranscellar	diverge	True	3	103	693	dictionary/94.3_ranscellar_diverge.md
94.4	dictionary	"tars ""clean"""	tars	clean	True	4	127	840	dictionary/94.4_tars_clean.md
94.5	dictionary	"ouç ""silence"""	ouç	silence	True	2	456	2794	dictionary/94.5_ouç_silence.md
94.6	dictionary	"cigl ""boyfriend, girlfriend"""	cigl	boyfriend, girlfriend	True	2	132	846	dictionary/94.6_cigl_boyfriend_girlfriend.md
94.7	dictionary	"jusser ""downstairs"""	jusser	downstairs	True	3	106	713	dictionary/94.7_jusser_downstairs.md
95.1	dictionary	"frend ""stranger"""	frend	stranger	True	4	372	2293	dictionary/95.1_frend_stranger.md
95.2	dictionary	"spaiðoir ""drawer"""	spaiðoir	drawer	True	2	134	836	dictionary/95.2_spaiðoir_drawer.md
95.3	dictionary	"sousonnar ""imply"""	sousonnar	imply	True	2	68	484	dictionary/95.3_sousonnar_imply.md
95.4	dictionary	"key ""button"""	key	button	True	4	146	876	dictionary/95.4_key_button.md
95.5	dictionary	"mancel ""sleeve"""	mancel	sleeve	True	4	340	2127	dictionary/95.5_mancel_sleeve.md
95.6	dictionary	"Lexember 16 - 2023: cout ""elbow"""	Lexember 16 - 2023: cout	elbow	True	4	129	703	dictionary/95.6_Lexember_16_-_2023_cout_elbow.md
95.7	dictionary	"tossottar ""splutter"""	tossottar	splutter	True	2	98	629	dictionary/95.7_tossottar_splutter.md
96.1	dictionary	"sont ""guilty"""	sont	guilty	True	3	378	2437	dictionary/96.1_sont_guilty.md
96.2	dictionary	"gehennar ""embarrass"""	gehennar	embarrass	True	3	91	699	dictionary/96.2_gehennar_embarrass.md
96.3	dictionary	"mesteyar ""disappoint"""	mesteyar	disappoint	True	2	66	468	dictionary/96.3_mesteyar_disappoint.md
96.4	dictionary	"quallour ""passenger"""	quallour	passenger	True	4	162	1009	dictionary/96.4_quallour_passenger.md
96.5	dictionary	"osceyan ""birthday"""	osceyan	birthday	True	3	530	3531	dictionary/96.5_osceyan_birthday.md
96.6	dictionary	"pascman ""restaurant"""	pascman	restaurant	True	2	93	637	dictionary/96.6_pascman_restaurant.md
96.7	dictionary	"haçot ""bunch"""	haçot	bunch	True	4	115	693	dictionary/96.7_haçot_bunch.md
97.1	dictionary	"tenguð ""bauble"""	tenguð	bauble	True	2	312	1985	dictionary/97.1_tenguð_bauble.md
97.2	dictionary	"ignoscr ""forgive"""	ignoscr	forgive	True	3	138	849	dictionary/97.2_ignoscr_forgive.md
97.3	dictionary	"viglour ""driver"""	viglour	driver	True	3	99	653	dictionary/97.3_viglour_driver.md
97.4	dictionary	"luïcr ""ridiculous"""	luïcr	ridiculous	True	4	106	751	dictionary/97.4_luïcr_ridiculous.md
97.5	dictionary	"entrcollocq ""interview"""	entrcollocq	interview	True	2	364	2558	dictionary/97.5_entrcollocq_interview.md
97.6	dictionary	"ðorn ""punch"""	ðorn	punch	True	3	103	639	dictionary/97.6_ðorn_punch.md
97.7	dictionary	"outrcaum ""coda"""	outrcaum	coda	True	3	148	932	dictionary/97.7_outrcaum_coda.md
98.1	excerpt	Masquira			False	0	259	1632	excerpt/98.1_Masquira.md
98.2	dictionary	"egrtumnoir ""hospital"""	egrtumnoir	hospital	True	1	101	737	dictionary/98.2_egrtumnoir_hospital.md
98.3	dictionary	"frigsment ""excitement"""	frigsment	excitement	True	3	109	716	dictionary/98.3_frigsment_excitement.md
98.4	dictionary	"reðrpuy ""background"""	reðrpuy	background	True	3	125	822	dictionary/98.4_reðrpuy_background.md
98.5	notes	Tachygraph			False	0	308	1863	notes/98.5_Tachygraph.md
99.1	excerpt	Laurz Arnoutszen			False	0	224	1424	excerpt/99.1_Laurz_Arnoutszen.md
99.2	dictionary	"vrogs ""waist"""	vrogs	waist	True	4	132	766	dictionary/99.2_vrogs_waist.md
99.3	dictionary	"luam ""toilet"""	luam	toilet	True	2	125	804	dictionary/99.3_luam_toilet.md
99.4	dictionary	"hayennaç ""homework"""	hayennaç	homework	True	2	93	624	dictionary/99.4_hayennaç_homework.md
99.5	notes	Science Quiz			False	0	307	1988	notes/99.5_Science_Quiz.md
100.1	notes	Threshold Force			False	0	247	1498	notes/100.1_Threshold_Force.md
100.2	dictionary	"aujon ""magazine"""	aujon	magazine	True	3	152	1019	dictionary/100.2_aujon_magazine.md
